(x, y),Year,Month,Town,Block,Floor_Area,Flat_Model,Lease_Commence_Date,Price_Per_Square_Meter
(8, 83),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 84),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 85),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 86),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 87),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 88),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 89),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 90),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 91),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 92),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 93),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 94),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 95),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 96),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 97),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 98),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 99),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 100),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 101),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 102),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 103),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 104),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 105),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 106),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 107),2020,12,TAMPINES,360,107,Model A,1996,2336
(8, 108),2020,08,CHOA CHU KANG,295,118,Model A,1990,2754
(8, 109),2020,08,CHOA CHU KANG,295,118,Model A,1990,2754
(8, 110),2020,08,CHOA CHU KANG,295,118,Model A,1990,2754
(8, 111),2020,08,CHOA CHU KANG,295,118,Model A,1990,2754
(8, 112),2020,08,CHOA CHU KANG,295,118,Model A,1990,2754
(8, 113),2020,08,CHOA CHU KANG,295,118,Model A,1990,2754
(8, 114),2020,08,CHOA CHU KANG,295,118,Model A,1990,2754
(8, 115),2020,08,CHOA CHU KANG,295,118,Model A,1990,2754
(8, 116),2020,08,CHOA CHU KANG,295,118,Model A,1990,2754
(8, 117),2020,08,CHOA CHU KANG,295,118,Model A,1990,2754
(8, 118),2020,08,CHOA CHU KANG,295,118,Model A,1990,2754
(8, 119),2020,06,CHOA CHU KANG,677,126,Premium Apartment,1999,2897
(8, 120),2020,06,CHOA CHU KANG,677,126,Premium Apartment,1999,2897
(8, 121),2020,06,CHOA CHU KANG,677,126,Premium Apartment,1999,2897
(8, 122),2020,06,CHOA CHU KANG,677,126,Premium Apartment,1999,2897
(8, 123),2020,06,CHOA CHU KANG,677,126,Premium Apartment,1999,2897
(8, 124),2020,06,CHOA CHU KANG,677,126,Premium Apartment,1999,2897
(8, 125),2020,06,CHOA CHU KANG,677,126,Premium Apartment,1999,2897
(8, 126),2020,06,CHOA CHU KANG,677,126,Premium Apartment,1999,2897
(8, 127),2020,08,CHOA CHU KANG,7,132,Model A,1984,2992
(8, 128),2020,08,CHOA CHU KANG,7,132,Model A,1984,2992
(8, 129),2020,08,CHOA CHU KANG,7,132,Model A,1984,2992
(8, 130),2020,08,CHOA CHU KANG,7,132,Model A,1984,2992
(8, 131),2020,08,CHOA CHU KANG,7,132,Model A,1984,2992
(8, 132),2020,08,CHOA CHU KANG,7,132,Model A,1984,2992
(8, 133),2020,11,CHOA CHU KANG,507,134,Model A,1994,3022
(8, 134),2020,11,CHOA CHU KANG,507,134,Model A,1994,3022
(8, 135),2020,09,CHOA CHU KANG,682,143,Premium Apartment,1999,3115
(8, 136),2020,09,CHOA CHU KANG,682,143,Premium Apartment,1999,3115
(8, 137),2020,09,CHOA CHU KANG,682,143,Premium Apartment,1999,3115
(8, 138),2020,09,CHOA CHU KANG,682,143,Premium Apartment,1999,3115
(8, 139),2020,09,CHOA CHU KANG,682,143,Premium Apartment,1999,3115
(8, 140),2020,09,CHOA CHU KANG,682,143,Premium Apartment,1999,3115
(8, 141),2020,09,CHOA CHU KANG,682,143,Premium Apartment,1999,3115
(8, 142),2020,09,CHOA CHU KANG,682,143,Premium Apartment,1999,3115
(8, 143),2020,09,CHOA CHU KANG,682,143,Premium Apartment,1999,3115
(8, 144),2020,06,CHOA CHU KANG,282,144,Apartment,1992,3125
(8, 145),2020,07,CHOA CHU KANG,753,147,Apartment,1995,3129
(8, 146),2020,07,CHOA CHU KANG,753,147,Apartment,1995,3129
(8, 147),2020,07,CHOA CHU KANG,753,147,Apartment,1995,3129
(8, 148),2020,12,CHOA CHU KANG,523,152,Apartment,1995,3158
(8, 149),2020,12,CHOA CHU KANG,523,152,Apartment,1995,3158
(8, 150),2020,12,CHOA CHU KANG,523,152,Apartment,1995,3158
